height,width,red,green,blue
100.0,100.0,0.538413725490196,0.5009792156862745,0.3688035294117646
100.0,100.0,0.5284905882352938,0.5051364705882352,0.42478431372549
100.0,100.0,0.5297156862745096,0.505421176470588,0.42109254901960774
100.0,100.0,0.5257109803921567,0.4983192156862744,0.40590196078431356
100.0,100.0,0.5296376470588233,0.505175294117647,0.41993137254901947
100.0,100.0,0.5305070588235292,0.5050552941176469,0.4150870588235293
100.0,100.0,0.5307399999999998,0.505401176470588,0.41622431372549007
100.0,100.0,0.5307423529411762,0.5056501960784311,0.4171658823529411
100.0,100.0,0.5255094117647057,0.4988815686274508,0.408629019607843
100.0,100.0,0.531689019607843,0.5057105882352939,0.41567215686274506
100.0,100.0,0.5307196078431371,0.5054478431372548,0.4160227450980391
100.0,100.0,0.5321639215686272,0.5052756862745097,0.4119498039215685
100.0,100.0,0.5313886274509801,0.5050831372549018,0.4126447058823529
100.0,100.0,0.5319470588235292,0.5058074509803919,0.4145717647058822
100.0,100.0,0.5315615686274509,0.5050215686274507,0.4122647058823528
100.0,100.0,0.5328682352941174,0.5049035294117646,0.40787176470588227
100.0,100.0,0.5323207843137254,0.5049545098039214,0.40896666666666653
100.0,100.0,0.5324439215686272,0.5044823529411763,0.40783254901960775
100.0,100.0,0.5313101960784312,0.5041647058823527,0.40839843137254883
100.0,100.0,0.5335364705882351,0.5045027450980392,0.4045180392156862
100.0,100.0,0.5330317647058822,0.5037984313725489,0.4025513725490195
100.0,100.0,0.5324901960784312,0.5035149019607841,0.4042654901960783
100.0,100.0,0.5336047058823528,0.5033729411764705,0.39933294117647045
100.0,100.0,0.5337980392156861,0.5028462745098038,0.3975086274509803
100.0,100.0,0.5347325490196077,0.5034188235294117,0.39639686274509794
100.0,100.0,0.5350831372549018,0.5030423529411764,0.39445529411764696
100.0,100.0,0.5349592156862744,0.5024011764705881,0.3903450980392156
100.0,100.0,0.5361254901960782,0.5008878431372547,0.382692156862745
100.0,100.0,0.5377247058823529,0.5001419607843136,0.3733274509803921
100.0,100.0,0.5369819607843136,0.499073725490196,0.3707603921568627
100.0,100.0,0.5364450980392156,0.4997239215686273,0.37424235294117636
100.0,100.0,0.5380654901960783,0.49816117647058816,0.3666972549019607
100.0,100.0,0.537559607843137,0.49738352941176456,0.36393215686274505
100.0,100.0,0.5384317647058823,0.4972603921568626,0.3612623529411764
100.0,100.0,0.5390639215686273,0.4949015686274509,0.3506325490196078
100.0,100.0,0.5396666666666666,0.4949058823529411,0.34854666666666656
100.0,100.0,0.5392560784313726,0.49177215686274506,0.3349749019607842
100.0,100.0,0.5391023529411765,0.489798431372549,0.3308533333333332
100.0,100.0,0.5375882352941176,0.4908956862745097,0.3370756862745097
100.0,100.0,0.5351333333333333,0.4895607843137255,0.34111960784313716
100.0,100.0,0.5326156862745098,0.48866980392156856,0.3454886274509803
100.0,100.0,0.5302631372549019,0.4877690196078431,0.35039921568627436
100.0,100.0,0.5274109803921568,0.4859199999999999,0.3540615686274508
100.0,100.0,0.5263839215686275,0.48563529411764683,0.35947882352941163
100.0,100.0,0.5237274509803921,0.48489176470588224,0.3631803921568626
100.0,100.0,0.5208564705882353,0.4832392156862743,0.3668968627450979
100.0,100.0,0.5197972549019606,0.483750588235294,0.3725733333333332
100.0,100.0,0.489672156862745,0.45846784313725475,0.38153058823529395
100.0,100.0,0.4881580392156861,0.4561498039215685,0.3756937254901959
100.0,100.0,0.4863376470588235,0.45267215686274503,0.37058156862745084
100.0,100.0,0.48440039215686265,0.4496498039215685,0.365090588235294
100.0,100.0,0.48322039215686263,0.44732196078431363,0.3600498039215685
100.0,100.0,0.4820078431372547,0.44465254901960777,0.35481882352941163
100.0,100.0,0.48173215686274506,0.44215098039215683,0.3503533333333332
100.0,100.0,0.48042823529411754,0.44207686274509794,0.35302823529411753
100.0,100.0,0.4809380392156862,0.4404396078431371,0.3502627450980391
100.0,100.0,0.47998274509803907,0.43815490196078427,0.34550549019607835
100.0,100.0,0.4792921568627449,0.43585450980392154,0.341573725490196
100.0,100.0,0.47899686274509806,0.43367490196078423,0.3375050980392156
100.0,100.0,0.4788588235294116,0.43125764705882347,0.33347254901960777
100.0,100.0,0.4788298039215686,0.42775058823529416,0.3242227450980392
100.0,100.0,0.48350313725490196,0.43269529411764707,0.33182784313725483
100.0,100.0,0.4829803921568628,0.43098980392156866,0.32635215686274505
100.0,100.0,0.4862878431372548,0.4340635294117646,0.3322219607843136
